144,04/18/15 02:31 AM,04/20/15 02:31 AM,Theatre History Since 1700,Fuller (Ivan),11:30:00 AM,12:30:00 PM
145,04/19/15 02:31 AM,04/21/15 02:31 AM,Theatre History Since 1700,Fuller (Ivan),01:10:00 PM,02:10:00 PM
146,04/20/15 02:31 AM,04/22/15 02:31 AM,Theatre History Since 1700,Fuller (Ivan),01:10:00 PM,02:10:00 PM
147,04/21/15 02:31 AM,04/23/15 02:31 AM,Marine Vertebrates Lab,Gallagher (William B.),01:10:00 PM,04:10:00 PM
148,04/22/15 02:31 AM,04/24/15 02:31 AM,Marine Vertebrates Lab,Gallagher (William B.),01:10:00 PM,04:10:00 PM
149,04/23/15 02:31 AM,04/25/15 02:31 AM,Advertising Principles,Gao (Zhihong),09:10:00 AM,10:10:00 AM
150,04/24/15 02:31 AM,04/26/15 02:31 AM,Advertising Principles,Gao (Zhihong),10:20:00 AM,11:20:00 AM
151,04/25/15 02:31 AM,04/27/15 02:31 AM,Interactive Advertising,Gao (Zhihong),02:50:00 PM,04:20:00 PM
152,04/26/15 02:31 AM,04/28/15 02:31 AM,Accounting Info Systems,Gardner (Robert),04:30:00 PM,06:00:00 PM
153,04/27/15 02:31 AM,04/29/15 02:31 AM,Contexts Of Schoolng,Garrett (Tracey),08:00:00 AM,02:00:00 PM
154,04/28/15 02:31 AM,04/30/15 02:31 AM,Effective Classroom Management,Garrett (Tracey),01:10:00 PM,04:10:00 PM
155,04/29/15 02:31 AM,05/01/15 02:31 AM,Acting IV: Styles of Acting,Gill (Carter P.),02:50:00 PM,04:20:00 PM
156,04/30/15 02:31 AM,05/02/15 02:31 AM,Intermediate Macroeconomics,Gishlick (Herbert E.),09:45:00 AM,11:15:00 AM
157,05/01/15 02:31 AM,05/03/15 02:31 AM,Principles of Microeconomics,Gishlick (Herbert E.),01:10:00 PM,02:40:00 PM
158,05/02/15 02:31 AM,05/04/15 02:31 AM,Social & Legal Environment Bus,Goldberg (Ilene V.),09:10:00 AM,10:10:00 AM
159,05/03/15 02:31 AM,05/05/15 02:31 AM,Social & Legal Environment Bus,Goldberg (Ilene V.),10:20:00 AM,11:20:00 AM
160,05/04/15 02:31 AM,05/06/15 02:31 AM,Intro Seminar in Law & Justice,Goldberg (Ilene V.),11:30:00 AM,12:30:00 PM
161,05/05/15 02:31 AM,05/07/15 02:31 AM,Musical Theatre Practicum,Goldberg (Louis F.),01:10:00 PM,02:40:00 PM
162,05/06/15 02:31 AM,05/08/15 02:31 AM,Food Writing,Goldie (Matthew B.),01:10:00 PM,02:40:00 PM
163,05/07/15 02:31 AM,05/09/15 02:31 AM,History of the Eng Language,Goldie (Matthew B.),02:50:00 PM,04:20:00 PM
164,05/08/15 02:31 AM,05/10/15 02:31 AM,Expository Writing,Goldstein (Selma),10:20:00 AM,11:20:00 AM
165,05/09/15 02:31 AM,05/11/15 02:31 AM,Expository Writing,Goldstein (Selma),11:30:00 AM,12:30:00 PM
166,05/10/15 02:31 AM,05/12/15 02:31 AM,Sensation and Perception,Golski (Stephanie),09:45:00 AM,11:15:00 AM
167,05/11/15 02:31 AM,05/13/15 02:31 AM,Resrch Methds Human Cog Neuro,Golski (Stephanie),01:10:00 PM,04:10:00 PM
168,05/12/15 02:31 AM,05/14/15 02:31 AM,Human Cognitive Neuro Lab,Golski (Stephanie),01:10:00 PM,04:10:00 PM
169,05/13/15 02:31 AM,05/15/15 02:31 AM,Globl Supply Chn Mgt: Internal,Gong (Linguo),01:10:00 PM,02:40:00 PM
170,05/14/15 02:31 AM,05/16/15 02:31 AM,Production and Operations,Gong (Linguo),02:50:00 PM,04:20:00 PM
171,05/15/15 02:31 AM,05/17/15 02:31 AM,Quantitative Methods Lab,Grushow (Alexander),01:10:00 PM,04:10:00 PM
172,05/16/15 02:31 AM,05/18/15 02:31 AM,Physical Chemistry Laboratory,Grushow (Alexander),01:10:00 PM,04:10:00 PM
173,05/17/15 02:31 AM,05/19/15 02:31 AM,Speech Communication,Gutin (Myra G.),10:20:00 AM,11:20:00 AM
174,05/18/15 02:31 AM,05/20/15 02:31 AM,Nonverbal Communication,Gutin (Myra G.),11:30:00 AM,12:30:00 PM
175,05/19/15 02:31 AM,05/21/15 02:31 AM,Supply Chain Strategy & Design,Haksever (Cengiz),01:10:00 PM,02:40:00 PM
176,05/20/15 02:31 AM,05/22/15 02:31 AM,Production and Operations,Haksever (Cengiz),02:50:00 PM,04:20:00 PM
177,05/21/15 02:31 AM,05/23/15 02:31 AM,Acting II: Scene Study,Halladay (Christopher),02:50:00 PM,04:20:00 PM
178,05/22/15 02:31 AM,05/24/15 02:31 AM,Cultural Anthropology,Halpern (Jeffrey R.),01:10:00 PM,02:40:00 PM
179,05/23/15 02:31 AM,05/25/15 02:31 AM,Research Writing,Harris (Laurel E.),10:20:00 AM,11:20:00 AM
180,05/24/15 02:31 AM,05/26/15 02:31 AM,Research Writing,Harris (Laurel E.),11:30:00 AM,12:30:00 PM
181,05/25/15 02:31 AM,05/27/15 02:31 AM,Contemporary British Lit,Harris (Laurel E.),01:10:00 PM,02:40:00 PM
182,05/26/15 02:31 AM,05/28/15 02:31 AM,Senior Seminar,Haught (Catrinel),09:45:00 AM,11:15:00 AM
